Code,Name,Purchase Price,Tax,Retail Price,Category Code
A581,Công tắc Phanh đĩa,0,0,120000,20
A582,Công tắc Đề,0,0,120000,20
A583,Công tắc Đèn,0,0,120000,20
A584,Tay phanh cơ,0,0,120000,21
A585,Phớt trục lap,0,0,120000,21
A586,Phớt trục lap,0,0,120000,21
A587,Công tắc Xin nhan,0,0,120000,21
A588, Rơ le xi nhan,0,0,120000,21
A589,Tay phanh đĩa,0,0,120000,22
A590,Tay phanh cơ,0,0,120000,22
A591,Rơ le xi nhan,0,0,120000,22
A592,Phớt trục lap,0,0,120000,22
A593,Phớt trục lap,0,0,120000,22
A594,Phớt trục lap,0,0,120000,22
A595,Công tắc Xin nhan,0,0,120000,22
A596,Công tắc Phanh đĩa,0,0,120000,22
A597,Công tắc Đề,0,0,120000,22
A598,Công tắc Đèn,0,0,120000,22
A599,Già vét bẹ xe,0,0,120000,23
A600,Tay phanh đĩa,0,0,120000,24
A601,Tay phanh cơ,0,0,120000,24
A602,Phớt trục lap,0,0,120000,24
A603,Phớt trục lap,0,0,120000,24
A604, Rơ le xi nhan,0,0,120000,24
A605,Rơ le bơm xăng,0,0,120000,25
A606,Mài cam cò,0,0,120000,25
A607,Dây cong-to-met Thường,0,0,120000,25
A608,Công tắc Phanh tay,0,0,120000,25
A609,Công tắc Phanh đĩa,0,0,120000,25
A610,Tay phanh đĩa,0,0,120000,27
A611,Tay phanh cơ,0,0,120000,27
A612,Phớt trục lap,0,0,120000,27
A613,Phớt trục lap,0,0,120000,27
A614,Công tắc Xin nhan,0,0,120000,27
A615,Công tắc Phanh đĩa,0,0,120000,27
A616,Công tắc Đề,0,0,120000,27
A617,Công tắc Đèn,0,0,120000,27
A618,Buzzi,0,0,120000,27
A619, Rơ le xi nhan,0,0,120000,27
A620,Tay phanh cơ,0,0,120000,28
A621,Phớt trục lap,0,0,120000,28
A622,Phớt trục lap,0,0,120000,28
A623,Công tắc Xin nhan,0,0,120000,28
A624,Công tắc Phanh đĩa,0,0,120000,28
A625,Công tắc Đề,0,0,120000,28
A626,Buzzi,0,0,120000,28
A627, Rơ le xi nhan,0,0,120000,28
A628,Doong láp,0,0,120000,29
A629,Dây cong-to-met Thường,0,0,120000,29
A630,Công tắc Phanh đĩa,0,0,120000,29
A631,Bóng đèn pha,0,0,120000,31
A632,Tay phanh đĩa,0,0,120000,32
A633,Tay phanh cơ,0,0,120000,32
A634,Phớt trục lap,0,0,120000,32
A635,Phớt trục lap,0,0,120000,32
A636,Công tắc Xin nhan,0,0,120000,32
A637,Công tắc Phanh đĩa,0,0,120000,32
A638,Công tắc Đề,0,0,120000,32
A639,Công tắc Đèn,0,0,120000,32
A640, Rơ le xi nhan,0,0,120000,32
A641,Mài cam cò,0,0,120000,33
A642,Ắc pittong,0,0,120000,33
A643,Tay phanh đĩa,0,0,120000,34
A644,Tay phanh cơ,0,0,120000,34
A645,Phớt trục lap,0,0,120000,34
A646,Phớt trục lap,0,0,120000,34
A647,Công tắc Phanh đĩa,0,0,120000,34
A648,Buzzi,0,0,120000,34
A649,Tay phanh đĩa,0,0,120000,35
A650,Tay phanh cơ,0,0,120000,35
A651,Phớt trục lap,0,0,120000,35
A652,Phớt trục lap,0,0,120000,35
A653,Dây mở khóa cốp,0,0,120000,35
A654,Công tắc Xin nhan,0,0,120000,35
A655,Công tắc Phanh đĩa,0,0,120000,35
A656,Buzzi,0,0,120000,35
A657,Bóng đèn pha,0,0,120000,36
A658,Tay phanh cơ,0,0,120000,37
A659,Phớt trục lap,0,0,120000,37
A660,Phớt trục lap,0,0,120000,37
A661,Công tắc Xin nhan,0,0,120000,37
A662,Công tắc Phanh đĩa,0,0,120000,37
A663,Công tắc Đề,0,0,120000,37
A664,Công tắc Đèn,0,0,120000,37
A665,Buzzi,0,0,120000,37
A666, Rơ le xi nhan,0,0,120000,37
A667,Phớt giám sóc trước,0,0,120000,38
A668,Bóng đèn pha,0,0,120000,38
A669,Má phanh trước,0,0,125000,7
A670,Má đĩa,0,0,125000,8
A671,Má đĩa,0,0,125000,36
A672,Ổ khóa có từ,0,0,130000,25
A673,Yc thường,0,0,135000,5
A674,Tay nắm,0,0,135000,5
A675,Doong láp,0,0,140000,1
A676,Doong láp,0,0,140000,2
A677,Má cơ,0,0,140000,8
A678,Má cơ,0,0,140000,9
A679,Doong láp,0,0,140000,10
A680,Doong láp,0,0,140000,15
A681,Má cơ,0,0,140000,17
A682,Doong láp,0,0,140000,18
A683,Doong láp,0,0,140000,20
A684,Doong láp,0,0,140000,21
A685,Doong láp,0,0,140000,22
A686,Lọc gió,0,0,140000,27
A687,Doong láp,0,0,140000,27
A688,Doong láp,0,0,140000,28
A689,Má cơ,0,0,140000,30
A690,Má cơ,0,0,140000,31
A691,Doong láp,0,0,140000,32
A692,Doong láp,0,0,140000,34
A693,Doong láp,0,0,140000,35
A694,Má cơ,0,0,140000,36
A695,Doong láp,0,0,140000,37
A696,Má phanh đĩa ,0,0,145000,2
A697,Má đĩa,0,0,145000,9
A698,Má phanh đĩa ,0,0,145000,10
A699,Đóng lại giảm giật,0,0,145000,13
A700,Má phanh đĩa ,0,0,145000,18
A701,Má phanh đĩa ,0,0,145000,20
A702,Má phanh đĩa ,0,0,145000,21
A703,Má phanh đĩa ,0,0,145000,22
A704,Má phanh đĩa ,0,0,145000,23
A705,Má phanh đĩa ,0,0,145000,24
A706,Má phanh đĩa ,0,0,145000,26
A707,Má phanh đĩa ,0,0,145000,27
A708,Má phanh đĩa ,0,0,145000,28
A709,Má phanh đĩa ,0,0,145000,32
A710,Lọc gió,0,0,145000,32
A711,Dây mở khóa cốp,0,0,145000,34
A712,Dây cong-to-met Thường,0,0,145000,35
A713,Má phanh đĩa ,0,0,145000,37
A714,Đóng ca phanh sau,0,0,145000,38
A715,Công tắc Xin nhan,0,0,150000,25
A716,Công tắc Đề,0,0,150000,25
A717,Công tắc Còi,0,0,150000,25
A718,Công tắc Xin nhan,0,0,150000,29
A719,Công tắc Đề,0,0,150000,29
A720,Công tắc Còi,0,0,150000,29
A721,Công tắc Xin nhan,0,0,150000,34
A722,Công tắc Đề,0,0,150000,34
A723,Công tắc Còi,0,0,150000,34
A724,Má phanh sau,0,0,155000,7
A725,Má phanh đĩa ,0,0,155000,29
A726,Dây dẫn xăng,0,0,160000,1
A727,Dây dẫn xăng,0,0,160000,2
A728,Phớt giảm sóc trước,0,0,160000,9
A729,Dây dẫn xăng,0,0,160000,10
A730,Bi trục cam,0,0,160000,13
A731,Lọc gió,0,0,160000,15
A732,Dây dẫn xăng,0,0,160000,15
A733,Dây cong-to-met Thường,0,0,160000,15
A734,Dây dẫn xăng,0,0,160000,18
A735,Dây dẫn xăng,0,0,160000,20
A736,Tay phanh đĩa,0,0,160000,21
A737,Dây dẫn xăng,0,0,160000,21
A738,Dây dẫn xăng,0,0,160000,22
A739,Hai phớt gít,0,0,160000,23
A740,Lọc gió,0,0,160000,24
A741,Tay phanh cơ,0,0,160000,25
A742,Phớt trục lap,0,0,160000,25
A743,Doong láp,0,0,160000,25
A744,Dây dẫn xăng,0,0,160000,25
A745,Lọc gió,0,0,160000,26
A746,Dây dẫn xăng,0,0,160000,27
A747,Dây cong-to-met Thường,0,0,160000,27
A748,Dây dẫn xăng,0,0,160000,28
A749,Dây dẫn xăng,0,0,160000,29
A750,Dây dẫn xăng,0,0,160000,32
